Domain_Name,Organization_Name
cenlib.iitm.ac.in,"Central Library, Indian Institute of Technology, Madras"
census-pon.gov.in,"Directorate of Census Operations, Puducherry"
census.tn.nic.in,Directorate of Census Operations Tamil Nadu
censusgujarat.gov.in,"Directorate of Census Operations, Gujarat"
censusindia.gov.in,"Office of the Registrar General and Census Commissioner, Census of India"
censuskarnataka.gov.in,"Directorate of Census Operations, Karnataka"
censusmp.gov.in,"Directorate of Census Operation, Madhya Pradesh"
centralexciseahmedabad3.nic.in,"Central Excise, Ahmedabad - III"
centralexciseaudit03vapi.gov.in,"Commissionerate of Central Excise, Customs & Service Tax, Audit-III, Vapi, Gujarat"
centralexciseaurangabad.gov.in,"Central Excise, Aurangabad"
centralexcisecalicut.gov.in,"Commissioner of Central Excise and Customs, Calicut"
centralexcisechennai.gov.in,"Central Excise, Chennai"
centralexciseguwahati.gov.in,"Central Excise and Service Tax, Guwahati, Assam"
centralexcisejaipur.nic.in,"Central Excise Zone, Jaipur"
centralexcisekanpur.gov.in,"Office of the Commissioner - Customs, Central Excise & Service Tax, Kanpur"
centralexcisemadurai.tn.nic.in,"Central Excise, Madurai"
centralexcisemeerut1.gov.in,"Central Excise and Service Tax Commissionerate, Meerut - I, Uttar Pradesh"
centralexciseorissa.gov.in,"Central Excise,Customs and Service Tax, Bhubaneswar"
centralexciserajkot.gov.in,"Central GST Comissionerate, Rajkot"
centralexcisetrichy.gov.in,"Central Excise, Trichy"
centralstaffing.gov.in,"Central Staffing Scheme, Department of Personnel and Training"
centralwaqfcouncil.gov.in,Central Waqf Council
ceo.gujarat.gov.in,"Chief Electoral Officer (CEO), Gujarat"
ceo.kerala.gov.in,"Chief Electoral Officer (CEO), Kerala"
ceo.maharashtra.gov.in,"Chief Electoral Officer (CEO), Maharashtra"
ceo.uk.gov.in,"Chief Electoral Officer (CEO), Uttarakhand"
ceoan.and.nic.in,"Chief Electoral Officer (CEO), Andaman and Nicobar "
ceoandhra.nic.in,"Chief Electoral Officer (CEO), Andhra Pradesh"
ceoarunachal.nic.in,"Chief Electoral Officer (CEO), Arunachal Pradesh"
ceoassam.nic.in,"Chief Electoral Officer (CEO), Assam"
ceobihar.nic.in,"Chief Electoral Officer (CEO), Bihar"
ceochandigarh.nic.in,"Chief Electoral Officer (CEO), Chandigarh"
ceochhattisgarh.nic.in,"Chief Electoral Officer (CEO), Chhattisgarh"
ceodaman.nic.in,"Chief Electoral Officer (CEO), Daman and Diu"
ceodelhi.gov.in,"Chief Electoral Officer (CEO), Delhi"
ceodnh.nic.in,"Chief Electoral Officer (CEO), Dadra and Nagar Haveli"
ceogoa.nic.in,"Chief Electoral Officer (CEO), Goa"
ceoharyana.nic.in,"Chief Electoral Officer (CEO), Haryana"
ceohimachal.nic.in,"Chief Electoral Officer (CEO), Himachal Pradesh, india"
ceojammukashmir.nic.in,"Chief Electoral Officer (CEO), Jammu and Kashmir"
ceokarnataka.kar.nic.in,"Chief Electoral Officer (CEO), Karnataka"
ceolakshadweep.gov.in,"Chief Electoral Officer (CEO), Lakshadweep"
ceomadhyapradesh.nic.in,"Chief Electoral Officer (CEO), Madhya Pradesh"
ceomanipur.nic.in,"Chief Electoral Officer (CEO), Manipur"
ceomeghalaya.nic.in,"Chief Electoral Officer (CEO), Meghalaya"
ceomizoram.nic.in,"Chief Electoral Officer (CEO), Mizoram"
ceonagaland.nic.in,"Chief Electoral Officer (CEO), Nagaland"
ceoorissa.nic.in,"Chief Electoral Officer (CEO), Odisha"
ceopuducherry.py.gov.in,"Chief Electoral Officer (CEO), Puducherry"
ceopunjab.nic.in,"Chief Electoral Officer (CEO), Punjab"
ceorajasthan.nic.in,"Chief Electoral Officer (CEO), Rajasthan"
ceosikkim.nic.in,"Chief Electoral Officer (CEO), Sikkim"
ceotelangana.nic.in,"Chief Electoral Officer (CEO), Telangana"
ceotripura.nic.in,"Chief Electoral Officer (CEO), Tripura "
ceoup.gov.in,"Chief Electoral Officer (CEO), Uttar Pradesh"
ceouttarpradesh.nic.in,"Chief Electoral Officer (CEO), Uttar Pradesh"
cept.gov.in,Center for Excellence in Postal Technology  (CEPT)
cerc-efiling.gov.in,e-Filing System of Central Electricity Regulatory Commission (CERC)
cercind.gov.in,Central Electricity Regulatory Commission (CERC)
cert-in.org.in,Indian Computer Emergency Response Team (CERT-In)
cettm.mtnl.in,"Centre for Excellence in Telecom Technology and Management (CETTM), MTNL"
cewacor.nic.in,Central Warehousing Corporation (CWC)
cexaudithyd.gov.in,"Hyderabad Audit Commissionerate, Central Excise and Service Tax"
cexauditjaipur.gov.in,"Commissioner(Audit), Central Excise and Service Tax, Jaipur"
cexbhopal.gov.in,"Customs and Central Excise, Bhopal"
cexbokaro.gov.in,"Ranchi(II) Bokaro Commissionerate, Central Excise And Service Tax"
cexchd1.gov.in,"Central Excise, Customs and Service Tax Commissionerate, Chandigarh-I"
cexcusner.gov.in,"Central Board of Excise and Customs, Shillong Zone, Shillong"
cexdhanbad.gov.in,"Dhanbad Commissionerate, Central Excise and Service Tax"
cexdibrugarh.gov.in,"Central Excise, Dibrugarh"
cexgurgaon.gov.in,"Central Excise and Customs Commissionerate, Gurgaon-II"
cexpatna.bih.nic.in,"Central Excise, Customs and Service Tax, Patna"
cexraigad.gov.in,"Raigad Central Excise, Customs and Service tax Commissionerate"
cexraipur.gov.in,"Central Excise & Customs, Commissionerate, Raipur"
cexstshillong.gov.in,"Central Excise, Shillong"
cfajabalpur.nic.in,"Controller of Finance & Accounts (Fys), Jabalpur"
cfamedak.gov.in,"Controller of Finance & Accounts (FYS), Ordnance Factory, Medak"
cfqcti.dacnet.nic.in,Central Fertilizer Quality Control and Training Institute
cfsindia.org,"Children's Film Society, India"
cfslbpl.gov.in,"Central Forensic Science Laboratory (CFSL), Bhopal"
cfslghy.gov.in,"Central Forensic Science Laboratory (CFSL), Guwahati"
cfslhyd.gov.in,"Central Forensic Science Laboratory (CFSL), Hyderabad"
cfslpune.gov.in,"Central Forensic Science Laboratory (CFSL), Pune"
cftichennai.in,"Central Footwear Training Institute,Chennai"
cftri.com,Central Food Technological Research Institute (CFTRI)
cg.nic.in,"Chhattisgarh State Centre, National Informatics Centre (NIC)"
cga.gov.in,Controller General of Accounts (CGA)
cgca.gov.in,Controller General Of Communication Accounts (CGCA)
cgcri.res.in,Central Glass and Ceramic Research Institute
cgda.nic.in,Controller General of Defence Accounts (CGDA)
cgewho.nic.in,Central Government Employees Welfare Housing Organisation (CGEWHO)
cghs.gov.in,Central Government Health Scheme (CGHS)
cghsallahabad.nic.in,"Central Government Health Scheme (CGHS), Allahabad, Uttar Pradesh"
cghsbng.gov.in,"Central Government Health Scheme(CGHS), Bangalore"
cghschennai.tn.nic.in,"Central Government Health Scheme (CGHS), Chennai, Tamilnadu"
cghsjaipur.nic.in,"Central Government Health Scheme (CGHS), Jaipur, Rajasthan"
cghskolkata.nic.in,"Central Government Health Scheme (CGHS), Kolkata"
cghsmumbai.gov.in,"Central Government Health Scheme (CGHS), Mumbai"
cghsnagpur.gov.in,"Central Government Health Scheme (CGHS), Nagpur"
cghspune.gov.in,"Central Government Health Scheme (CGHS), Pune"
cgpost.gov.in,"Chhattisgarh Postal Circle, Department of Posts"
cgstahmedabadzone.gov.in,"Central Excise, Ahmedabad Zone"
cgstappealschd.gov.in,"Commissioner(Appeals), Goods & Service Tax (GST) Commissionerate, Chandigarh"
cgstappealsjaipur.gov.in,"Office of The Commissioner (Appeals), CGST, Jaipur"
cgstdelhisouth.gov.in,"Goods and Services Tax (GST) Commissionerate, Delhi South"
cgsthyderabadzone.gov.in,Goods and Services Tax (GST) - Hyderabad Zone
cgstkolkata.gov.in,"Central Goods and Services Tax (CGST) Zone, Kolkata"
cgstmeerutzone.gov.in,"Customs, Central Goods and Services Tax (CGST), Meerut Zone"
cgstsurat.gov.in,"Central Goods and Services Tax (CGST) and Excise Commissionerate, Surat"
cgstujjain.gov.in,"CGST and Central Excise, Ujjain Commissionerate"
cgtmse.in,"Credit Guarantee Fund Trust for Micro and Small Enterprise (CGTMSE), Mumbai, Mahrashtra"
cgwb.gov.in,Central Ground Water Board (CGWB)
cgwb.gov.in,"Central Ground Water Board, Northern Region, Lucknow"
cgwbchd.nic.in,Central Ground Water Board North Westerm Region Chandigarh
cgwbswr.kar.nic.in,"Central Ground Water Board, South Western Region, Bangalore"
chandigarhcensus.gov.in,"Directorate of Census Operations, Chandigarh"
chbl.co.in,"CREDA - HPCL Bio fuel Limited, Raipur, Chhattisgarh"
cheb.nic.in,Central Health Education Bureau (CHEB)
chemexcil.gov.in,"CHEMEXCIL - Basic Chemicals, Pharmaceuticals and Cosmetics Export Promotion Council"
chemicals.gov.in,Department of Chemicals and Petrochemicals
chennai.bsnl.co.in,Chennai Telephones
chennai.stpi.in,"Software Technology Parks of India (STPI), Chennai, Tamilnadu"
chennaicustoms.gov.in,Chennai Customs
chennaimetrorail.org,Chennai Metro Rail Limited
chennaiport.gov.in,Chennai Port Trust
chennaipost.gov.in,Chennai Post
chhattisgarh.bsnl.co.in,Chhattisgarh Telecom Circle
chsmohfw.nic.in,"Central Health Service, Ministry of Health and Family Welfare"
cht.gov.in,"Centre for High Technology (CHT), Noida, Uttar Pradesh"
ciae.nic.in,Central Institute of Agricultural Engineering (CIAE)
ciah.ernet.in,Central Institute for Arid Horticulture (CIAH)
ciari.icar.gov.in,"ICAR - Central Island Agricultural Research Institute (CIARI), Port Blair"
ciba.res.in,Central Institute of Brackishwater Aquaculture (CIBA)
cibrc.gov.in,Central Insecticides Board and Registration Committee
cic.gov.in,Central Information Commission (CIC)
cicef.gov.in,"Central Institute of Coastal Engineering for Fishery, Bangalore"
cicr.org.in,"Central Institute for Cotton Research (CICR), Nagpur, Maharashtra"
cics.tn.nic.in,"Centre for International Co-operation in Science (CICS), Chennai"
cict.in,Central Institute of Classical Tamil (CICT)
ciet.nic.in,Central Institute of Educational Technology (CIET)
cifa.in,Central Institute of Freshwater Aquaculture (CIFA)
cife.edu.in,"Central Institute of Fisheries Education (CIFE), Mumbai"
cifnet.gov.in,Central Institute of Fisheries Nautical and Engineering Training
cifri.ernet.in,"Central Inland Fisheries Research Institute, Kolkata, West Bengal"
cift.res.in,"Central Institute of Fisheries Technology (CIFT), Cochin, Kerala"
cihmct.com,Chandigarh Institute of Hotel Management and Catering Technology (CIHM)
cihner.gov.in,"Central Institute of Horticulture, Nagaland"
ciht.in,"Central Institute Of Hand Tools, Jalandhar, Punjab"
ciil.org,Central Institute of Indian Languages (CIIL)
cimap.res.in,Central Institute of Medicinal and Aromatic Plants (CIMAP)
cimfr.nic.in,Central Institute of Mining and Fuel Research
cipa.gov.in,Common Integrated Police Application
cipam.gov.in,Cell for IPR Promotion and Management (CIPAM)
cipet.gov.in,Central Institute of Plastics Engineering and Technology (CIPET)
ciphet.in,Central Institute of Post Harvest Engineering and Technology (CIPHET)
cipmcjk.nic.in,Central Integrated Pest Management Centre (CIPMC)
cipranchi.nic.in,Central Institute of Psychiatry (CIP)
cirb.res.in,Central Institute for Research on Buffaloes (CIRB)
circ.org.in,"Project Directorate on Cattle, Meerut, Uttar Pradesh"
circot.res.in,Central Institute for Research on Cotton Technology (CIRCOT)
cirg.res.in,Central Institute for Research on Goats (CIRG)
cisf.gov.in,Central Industrial Security Force (CISF)
cisfws.gov.in,"West Sector, Central Industrial Security Force (CISF), Navi Mumbai"
cish.res.in,"Central Institute for Subtropical Horticulture (CISH), Lucknow, Uttar Pradesh"
citdindia.org,Central Institute of Tool Design (CITD)
civil.bsnl.co.in,"Civil Wing, BSNL"
civilaviation.gov.in,Ministry of Civil Aviation
ciwtcltd.com,Central Inland Water Transport Corporation Limited (CIWTC)
clc.gov.in,Chief Labour Commissioner (Central)
cleanmoney.gov.in,"Operation Clean Money(OCM), Income Tax Department"
clinicalestablishments.gov.in,"The Clinical Establishments (Registration and Regulation) Act, 2010, New Delhi"
clinicalestablishmentstraining.nic.in,"The Clinical Establishments (Registration and Regulation) Act, 2010, New Delhi"
clotbase.bicnirrh.res.in,"Clotbase - Biomedical Informatics Centre, NIRRH, ICMR, Mumbai"
cloud.gov.in,"MeghRaj Cloud Initiative, National Cloud by NIC, New Delhi"
clri.org,Central Leather Research Institute (CLRI)
cltri.gov.in,"Central Leprosy Teaching and Research Institute, Chengalpattu, Tamil Nadu"
cluster.dcmsme.gov.in,MSME - Cluster Development Programme
clw.indianrailways.gov.in,Chittaranjan Locomotive Works (CLW)
cmeri.res.in,Central Mechanical Engineering Research Institute (CMERI)
cmerti.res.in,"Central Muga Eri Research and Training Institute (CMER and TI), Lahdoigarh, Jorhat, Assam"
cmet.gov.in,Centre for Materials for Electronics Technology (CMET)
cmf.gov.in,Content Management Framework (CMF) for Government Websites
cmfri.org.in,"Central Marine Fisheries Research Institute (CMFRI), Kochi, Kerala"
cmlre.gov.in,Centre for Marine Living Resources and Ecology (CMLRE)
cmmacs.ernet.in,CSIR Fourth Paradigm Institute (formerly CSIR Centre for Mathematical Modelling and Computer Simulation)
cmpdi.co.in,"Central Mine Planning and Design Institute Limited, Ranchi"
cmpfo.gov.in,Coal Mines Provident Fund Organisation (CMPFO)
cmss.gov.in,Central Medical Services Society (CMSS)
cmti-india.net,Central Manufacturing Technology Institute (CMTI)
coa.gov.in,Council of Architecture
coal.gov.in,Ministry of Coal
coalclearances.gov.in,"Online Coal Clearances System, Ministry of Coal"
coalcontroller.gov.in,Coal Controller (CC)
coalindia.in,Coal India Limited (CIL)
coalindiatenders.gov.in,eProcurement Portal of Coal India Limited (CIL)
cochincustoms.nic.in,"Custom House, Cochin"
cochinport.gov.in,Cochin Port Trust
cochinshipyard.com,Cochin Shipyard Limited
coconutboard.gov.in,Coconut Development Board
cofcau.nic.in,"College of Fisheries Lembucherra, Tripura, Central Agricultural University, Imphal"
cofmow.gov.in,Central Organisation for Modernisation of Workshops (COFMOW)
coirboard.gov.in,Coir Board
coirservices.gov.in,"Coir Board Services, Ministry of Micro, Small and Medium Enterprises (MSME)"
comet.nic.in,"Communication for Election Tracking (ComET), Election Commission of India"
commerce.gov.in,Department of Commerce
commerce.gov.in,Export Promotion Councils (EPCs)
commissionercustomslucknow.gov.in,"Commissioner Customs (Preventive), Lucknow"
companyliquidator.gov.in,"Company Liquidators,Ministry Of Corporate Affairs"
compat.nic.in,Competition Appellate Tribunal
concorindia.com,Container Corporation of India Limited (CONCOR)
consumeraffairs.nic.in,Department of Consumer Affairs
consumerhelpline.gov.in,INGRAM Portal - National Consumer Helpline
copyright.gov.in,"Copyright Office, India"
core.indianrailways.gov.in,Central Organisation for Railway Electrification (CORE)
core.nic.in,Consumer Online Resource and Empowerment Centre (CORE)
cotcorp.org.in,Cotton Corporation of India Limited (CCI)
cottageemporium.in,Central Cottage Industries Corporation of India Limited
cp.indianmuseumkolkata.org,"Indian Museum, Kolkata"
cpao.gov.in,Central Pension Accounting Office (CPAO)
cpcb.nic.in,Central Pollution Control Board (CPCB)
cpcbbrms.nic.in,"Batteries(Importers) Registration and Management SyCentral Pollution Control Board (CPCB), Delhi"
cpcbenvis.nic.in,ENVIS Centre on Control of Pollution - Central Pollution Control Board (CPCB)
cpcl.co.in,Chennai Petroleum Corporation Limited (CPCL)
cpcletenders.nic.in,eProcurement Portal of  Chennai Petroleum Corporation Limited (CPCL)
cpcri.gov.in,Central Plantation Crops Research Institute (CPCRI)
cpdobbser.in,"Central Poultry Development Organization (CPDO), Eastern Region"
cpdonrchd.gov.in,Central Poultry Development Organisation (Northern Region) Chandigarh
cpdosrbng.kar.nic.in,"Central Poultry Development Organization, Southern Region, Hessarghatta, Bangalore"
cpheeo.nic.in,Central Public Health and Environmental Engineering Organisation (CPHEEO)
cppri.org.in,"Central Pulp and Paper Research Institute (CPPRI), Saharanpur"
cpreecenvis.nic.in,"ENVIS Centre on Conservation of Ecological Heritage and Sacred Sites of India, Chennai"
cpri.icar.gov.in,"ICAR - Central Potato Research Institute, Shimla"
cpri.in,"Central Power Research Institute  (CPRI), Bangalore, Karnataka"
cpsms.nic.in,"Central Plan Scheme Monitoring System (CPSMS), New Delhi"
cpwd.gov.in,Central Public Works Department (CPWD)
cpwd.gov.in,"Central Public Works Department, Northern Region (CPWDNR)"
cpwd.gov.in,"Central Public Works Department, Southern Region (CPWDSR)"
cpwdcontractor.nic.in,Contractor Online Registration Monitoring Sysytem - Central Public Works Department (CPWD)
cpwdnez.gov.in,"CPWD, North Eastern Zone"
cpwdpms.gov.in,Web Based Project Monitoring System -  Central Public Works Department (CPWD)
cpwdsewa.gov.in,CPWD Sewa - Central Public Works Department (CPWD)
cpwdsewa.nic.in,"Complaint Registration and Monitoring System, CPWD"
cr.indianrailways.gov.in,Central Railways
crcbhopal.nic.in,"Composite Regional Centre (CRC) for Persons with Disabilities, Bhopal"
crcl.gov.in,"Central Revenues Control Laboratory, CBEC, Department of Revenue"
crcsrinagar.com,"Composite Regional Centre, Srinagar, Jammu and Kashmir"
crida.in,"Central Research Institute for Dryland Agriculture (CRIDA), ICAR, Hyderabad"
crijaf.org.in,Central Research Institute for Jute and Allied Fibres (CRIJAF)
